dim;finalTime;forest;initialForest;neighborhood;periodBurning;probability;simulations
50;100;748;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_37"
50;100;737;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_38"
50;100;750;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_39"
50;100;753;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_40"
50;100;754;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_41"
50;100;752;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_42"
50;100;745;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_43"
50;100;746;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_44"
50;100;745;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_45"
50;100;754;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_46"
50;100;745;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_47"
50;100;747;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_48"
50;100;755;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_49"
50;100;755;0.3;"vonneumann";2;1;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_1_execution_50"
50;100;751;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_1"
50;100;752;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_2"
50;100;746;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_3"
50;100;748;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_4"
50;100;739;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_5"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_6"
50;100;750;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_7"
50;100;748;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_8"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_9"
50;100;752;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_10"
50;100;754;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_11"
50;100;756;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_12"
50;100;756;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_13"
50;100;757;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_14"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_15"
50;100;747;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_16"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_17"
50;100;752;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_18"
50;100;753;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_19"
50;100;751;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_20"
50;100;754;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_21"
50;100;742;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_22"
50;100;754;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_23"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_24"
50;100;754;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_25"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_26"
50;100;755;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_27"
50;100;753;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_28"
50;100;758;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_29"
50;100;750;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_30"
50;100;753;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_31"
50;100;747;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_32"
50;100;757;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_33"
50;100;757;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_34"
50;100;754;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_35"
50;100;753;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_36"
50;100;759;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_37"
50;100;757;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_38"
50;100;758;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_39"
50;100;757;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_40"
50;100;759;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_41"
50;100;757;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_42"
50;100;759;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_43"
50;100;760;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_44"
50;100;763;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_45"
50;100;754;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_46"
50;100;758;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_47"
50;100;763;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_48"
50;100;760;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_49"
50;100;758;0.3;"vonneumann";2;0.9;"dim_50_initialForest_0.3_neighborhood_vonneumann_periodBurning_2_probability_0.9_execution_50"
50;100;759;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_1"
50;100;755;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_2"
50;100;764;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_3"
50;100;719;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_4"
50;100;718;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_5"
50;100;748;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_6"
50;100;764;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_7"
50;100;755;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_8"
50;100;730;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_9"
50;100;699;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_10"
50;100;751;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_11"
50;100;737;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_12"
50;100;754;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_13"
50;100;745;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_14"
50;100;704;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_15"
50;100;745;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_16"
50;100;731;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_17"
50;100;728;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_18"
50;100;725;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_19"
50;100;755;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_20"
50;100;725;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_21"
50;100;759;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_22"
50;100;731;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_23"
50;100;759;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_24"
50;100;753;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_25"
50;100;756;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_26"
50;100;739;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_27"
50;100;716;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_28"
50;100;733;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_29"
50;100;762;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_30"
50;100;726;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_31"
50;100;744;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_32"
50;100;758;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_33"
50;100;695;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_34"
50;100;757;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_35"
50;100;751;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_36"
50;100;718;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_37"
50;100;714;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_38"
50;100;715;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_39"
50;100;742;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_40"
50;100;747;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_41"
50;100;762;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_42"
50;100;727;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_43"
50;100;745;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_44"
50;100;756;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_45"
50;100;765;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_46"
50;100;765;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_47"
50;100;729;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_48"
50;100;765;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_49"
50;100;760;0.3;"moore";1;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_1_execution_50"
50;100;747;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_1"
50;100;760;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_2"
50;100;753;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_3"
50;100;761;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_4"
50;100;766;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_5"
50;100;759;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_6"
50;100;762;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_7"
50;100;761;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_8"
50;100;727;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_9"
50;100;757;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_10"
50;100;764;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_11"
50;100;754;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_12"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_13"
50;100;764;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_14"
50;100;760;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_15"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_16"
50;100;768;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_17"
50;100;749;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_18"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_19"
50;100;768;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_20"
50;100;755;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_21"
50;100;753;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_22"
50;100;753;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_23"
50;100;761;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_24"
50;100;763;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_25"
50;100;759;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_26"
50;100;767;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_27"
50;100;767;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_28"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_29"
50;100;758;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_30"
50;100;768;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_31"
50;100;759;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_32"
50;100;757;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_33"
50;100;731;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_34"
50;100;748;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_35"
50;100;753;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_36"
50;100;762;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_37"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_38"
50;100;750;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_39"
50;100;761;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_40"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_41"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_42"
50;100;765;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_43"
50;100;762;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_44"
50;100;737;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_45"
50;100;762;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_46"
50;100;746;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_47"
50;100;760;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_48"
50;100;756;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_49"
50;100;750;0.3;"moore";1;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_1_probability_0.9_execution_50"
50;100;738;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_1"
50;100;751;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_2"
50;100;715;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_3"
50;100;745;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_4"
50;100;737;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_5"
50;100;723;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_6"
50;100;742;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_7"
50;100;713;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_8"
50;100;743;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_9"
50;100;745;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_10"
50;100;748;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_11"
50;100;743;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_12"
50;100;758;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_13"
50;100;728;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_14"
50;100;754;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_15"
50;100;736;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_16"
50;100;750;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_17"
50;100;757;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_18"
50;100;752;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_19"
50;100;747;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_20"
50;100;744;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_21"
50;100;719;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_22"
50;100;759;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_23"
50;100;723;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_24"
50;100;712;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_25"
50;100;734;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_26"
50;100;759;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_27"
50;100;752;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_28"
50;100;747;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_29"
50;100;752;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_30"
50;100;711;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_31"
50;100;759;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_32"
50;100;756;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_33"
50;100;738;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_34"
50;100;713;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_35"
50;100;735;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_36"
50;100;744;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_37"
50;100;735;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_38"
50;100;743;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_39"
50;100;713;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_40"
50;100;713;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_41"
50;100;760;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_42"
50;100;712;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_43"
50;100;755;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_44"
50;100;742;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_45"
50;100;752;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_46"
50;100;759;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_47"
50;100;759;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_48"
50;100;758;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_49"
50;100;741;0.3;"moore";2;1;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_1_execution_50"
50;100;754;0.3;"moore";2;0.9;"dim_50_initialForest_0.3_neighborhood_moore_periodBurning_2_probability_0.9_execution_1"
